reference_number,reading_date,vendor,outdoor_temp_c,flow_temp_c,return_temp_c,dhw_actual_c,electrical_energy_kwh,thermal_energy_kwh,compressor_starts,defrost_cycles,error_code_raw,status_raw
TH-02396,2026-06-26,C,12.5,,,,3.37,,,0,,OK
TH-02397,2026-06-26,C,12.5,,,,5.44,,,0,,OK
TH-02399,2026-06-26,C,12.5,,,,3.35,,,0,,warn
TH-02400,2026-06-26,C,12.5,,,,3.59,,,0,,OK
th-02005,2026-06-26,A,12.5,33.8,27.5,46.3,3.23,14.0,6,0,,ok
th-02015,2026-06-26,A,12.5,33.3,27.7,50.3,4.88,17.0,9,0,,ok
th-02037,2026-06-26,A,12.5,34.7,29.9,51.7,4.92,15.6,5,0,,ok
th-02044,2026-06-26,A,12.5,35.2,28.1,46.5,3.81,13.8,8,0,,OK
th-02046,2026-06-26,A,12.5,33.0,26.0,47.1,4.17,16.0,8,0,,ok
th-02053,2026-06-26,A,12.5,35.3,28.7,51.8,4.61,15.4,8,0,,OK
th-02071,2026-06-26,A,12.5,34.1,29.3,49.8,4.68,17.1,9,0,,OK
th-02076,2026-06-26,A,12.5,33.1,28.5,52.3,3.21,11.7,12,0,,ok
th-02077,2026-06-26,A,12.5,35.7,30.2,49.5,3.35,12.3,12,0,,OK
th-02078,2026-06-26,A,12.5,34.9,28.7,52.7,4.29,17.1,3,0,,OK
th-02098,2026-06-26,A,12.5,35.5,28.9,48.1,3.68,14.3,7,0,,OK
th-02101,2026-06-26,A,12.5,33.9,27.1,52.9,2.48,10.8,9,0,,ok
th-02103,2026-06-26,A,12.5,35.2,28.7,48.2,3.66,15.3,7,0,,ok
th-02109,2026-06-26,A,12.5,35.3,29.7,46.9,3.48,14.9,7,0,,ok
th-02112,2026-06-26,A,12.5,34.2,27.3,50.7,3.28,13.5,10,0,,OK
th-02118,2026-06-26,A,12.5,35.2,28.7,49.2,3.83,15.0,13,0,,OK
th-02126,2026-06-26,A,12.5,35.5,28.7,49.6,3.83,15.7,7,0,,ok
th-02139,2026-06-26,A,12.5,34.9,29.1,52.5,4.99,17.9,11,0,,OK
th-02143,2026-06-26,B,12.5,,,,17921.2,,9,0,,0
th-02170,2026-06-26,B,12.5,,,,11450.8,,11,0,,0
th-02173,2026-06-26,B,12.5,,,,6955.7,,7,0,,0
th-02185,2026-06-26,B,12.5,35.1,28.8,,25224.9,,11,0,6021,0
th-02236,2026-06-26,B,12.5,,,,4235.6,,6,0,6021,0
th-02243,2026-06-26,B,12.5,,,,11677.5,,10,0,,0
th-02249,2026-06-26,B,12.5,,,,6894.4,,12,0,,0
th-02255,2026-06-26,B,12.5,,,,12923.8,,10,0,6021,0
th-02278,2026-06-26,B,12.5,,,,14820.0,,10,0,,0
th-02304,2026-06-26,C,12.5,,,,3.74,,,0,,OK
th-02334,2026-06-26,C,12.5,35.1,,,3.77,,,0,,warn
th-02344,2026-06-26,C,12.5,,,,3.98,,,0,,OK
th-02363,2026-06-26,C,12.5,,,,5.25,,,0,,warn
th-02371,2026-06-26,C,12.5,,,,4.11,,,0,,OK
th-02374,2026-06-26,C,12.5,,,,4.47,,,0,,
th-02379,2026-06-26,C,12.5,,,,4.21,,,0,,warn
th-02381,2026-06-26,C,12.5,,,,4.05,,,0,,OK
th-02384,2026-06-26,C,12.5,,,,4.03,,,0,,
th-02393,2026-06-26,C,12.5,,,,3.44,,,0,ALM_SM_LINK,warn
th-02398,2026-06-26,C,12.5,,,,3.99,,,0,,
 TH-02021,2026-06-27,A,11.7,34.6,28.2,49.8,3.94,16.3,6,0,,ok
 TH-02032,2026-06-27,A,11.7,34.9,28.9,48.6,3.29,12.7,7,0,,ok
 TH-02052,2026-06-27,A,11.7,35.8,31.0,49.1,3.53,15.4,8,0,,ok
 TH-02078,2026-06-27,A,11.7,34.2,26.8,49.4,5.44,17.6,9,0,,OK
 TH-02098,2026-06-27,A,11.7,35.2,30.4,50.3,4.16,16.5,8,0,,OK
 TH-02195,2026-06-27,B,11.7,,,,14833.8,,10,0,,0
 TH-02204,2026-06-27,B,11.7,,,,5188.1,,7,0,6021,0
 TH-02224,2026-06-27,B,11.7,,,,8759.1,,11,0,,0
 TH-02251,2026-06-27,B,11.7,,,,24461.1,,8,0,6021,0
 TH-02257,2026-06-27,B,11.7,,,,21282.1,,8,0,,0
 TH-02258,2026-06-27,B,11.7,,,,10356.0,,7,0,6021,0
 TH-02259,2026-06-27,B,11.7,,,,12287.0,,2,0,6021,0
 TH-02260,2026-06-27,B,11.7,,,,7340.0,,8,0,6021,0
 TH-02269,2026-06-27,B,11.7,,,,12401.2,,5,0,,0
 TH-02272,2026-06-27,B,11.7,,,,24854.7,,9,0,,0
 TH-02292,2026-06-27,C,11.7,,,,4.81,,,0,,OK
 TH-02303,2026-06-27,C,11.7,,,,4.29,,,0,,
 TH-02309,2026-06-27,C,11.7,,,,4.21,,,0,,OK
 TH-02336,2026-06-27,C,11.7,,,,3.87,,,0,,
 TH-02339,2026-06-27,C,11.7,,,,4.7,,,0,,
 TH-02344,2026-06-27,C,11.7,,,,5.4,,,0,,warn
 TH-02345,2026-06-27,C,11.7,,,,4.11,,,0,,warn
 TH-02371,2026-06-27,C,11.7,,,,4.86,,,0,,OK
 TH-02381,2026-06-27,C,11.7,,,,4.46,,,0,,warn
 TH-02399,2026-06-27,C,11.7,,,,3.93,,,0,ALM_HP_HP_SWITCH,warn
TH-02002,2026-06-27,A,11.7,35.5,28.1,46.5,2.89,12.3,6,0,,ok
TH-02004,2026-06-27,A,11.7,35.7,30.2,48.1,4.8,17.2,8,0,,OK
TH-02005,2026-06-27,A,11.7,34.0,27.9,51.8,4.82,18.4,10,0,,OK
TH-02006,2026-06-27,A,11.7,34.4,28.4,49.9,4.37,17.0,9,0,E-211,OK
TH-02007,2026-06-27,A,11.7,35.9,30.1,50.6,3.46,14.3,13,0,,OK
TH-02008,2026-06-27,A,11.7,33.8,26.5,47.0,3.84,16.4,13,0,,ok
TH-02009,2026-06-27,A,11.7,35.5,30.2,50.2,5.29,16.8,9,0,,ok
TH-02011,2026-06-27,A,11.7,36.0,29.0,50.8,3.87,16.7,9,0,,ok
TH-02012,2026-06-27,A,11.7,35.4,30.7,46.6,3.63,15.6,7,0,,OK
TH-02015,2026-06-27,A,11.7,36.0,29.9,46.3,4.32,14.7,12,0,,ok
TH-02016,2026-06-27,A,11.7,35.9,29.4,51.3,4.43,15.0,11,0,,OK
TH-02017,2026-06-27,A,11.7,35.2,28.9,49.1,5.35,19.3,10,0,,OK
TH-02019,2026-06-27,A,11.7,33.9,29.3,46.9,3.35,14.2,7,0,,OK
TH-02023,2026-06-27,A,11.7,34.3,28.6,47.8,3.22,12.9,13,0,,OK
TH-02025,2026-06-27,A,11.7,35.4,30.8,48.4,4.37,18.8,11,0,,OK
TH-02028,2026-06-27,A,11.7,34.0,28.2,47.6,3.2,13.7,8,0,,ok
TH-02030,2026-06-27,A,11.7,-999,29.6,47.1,4.61,15.9,3,0,,OK
TH-02031,2026-06-27,A,11.7,35.9,30.2,48.5,4.13,16.3,10,0,,OK
TH-02033,2026-06-27,A,11.7,34.0,26.7,51.9,3.8,15.3,13,0,,ok
TH-02034,2026-06-27,A,11.7,35.8,30.8,49.7,3.56,13.8,8,0,E-211,OK
TH-02038,2026-06-27,A,11.7,33.5,27.3,47.1,3.04,13.2,8,0,E-104,ok
TH-02040,2026-06-27,A,11.7,34.0,29.3,50.3,3.7,15.9,6,0,,OK
TH-02044,2026-06-27,A,11.7,35.2,30.0,52.4,5.23,19.5,11,0,,OK
TH-02045,2026-06-27,A,11.7,35.9,29.6,47.5,3.8,16.3,9,0,,ok
TH-02047,2026-06-27,A,11.7,34.8,29.0,51.4,4.67,16.1,4,0,,OK
TH-02049,2026-06-27,A,11.7,34.8,29.6,52.6,3.32,13.5,10,0,,OK
TH-02050,2026-06-27,A,11.7,34.3,29.5,52.8,5.08,18.5,7,0,,ok
TH-02051,2026-06-27,A,11.7,34.0,27.2,52.6,6.02,19.4,4,0,,OK
TH-02053,2026-06-27,A,11.7,35.0,28.9,50.1,4.29,17.3,6,0,,ok
TH-02054,2026-06-27,A,11.7,35.7,29.0,48.0,3.79,15.8,5,0,,OK
TH-02055,2026-06-27,A,11.7,34.4,27.4,47.6,5.74,18.8,5,0,E-211,warn
TH-02056,2026-06-27,A,11.7,34.5,28.8,48.7,3.78,13.3,5,0,,ok
TH-02061,2026-06-27,A,11.7,36.2,30.3,50.6,3.64,12.0,11,0,,ok
TH-02062,2026-06-27,A,11.7,35.7,29.0,49.3,4.96,15.6,7,0,,ok
TH-02063,2026-06-27,A,11.7,35.1,29.2,51.8,4.11,16.6,8,0,,OK
TH-02068,2026-06-27,A,11.7,34.1,27.4,52.9,3.92,14.9,11,0,,OK
TH-02071,2026-06-27,A,11.7,35.8,30.5,51.2,5.85,19.9,7,0,,ok
TH-02072,2026-06-27,A,11.7,34.2,28.5,49.8,4.8,17.7,12,0,,OK
TH-02073,2026-06-27,A,11.7,36.3,31.2,50.5,5.19,18.4,6,0,,OK
TH-02074,2026-06-27,A,11.7,35.3,28.6,47.5,5.36,17.5,9,0,,OK
TH-02075,2026-06-27,A,11.7,35.6,30.7,48.8,4.35,16.5,9,0,,OK
TH-02076,2026-06-27,A,11.7,35.0,28.1,52.0,3.22,12.2,6,0,,ok
TH-02077,2026-06-27,A,11.7,35.1,30.5,47.5,3.71,14.8,7,0,,OK
TH-02080,2026-06-27,A,11.7,33.6,29.1,50.8,3.67,15.6,8,0,,OK
TH-02081,2026-06-27,A,11.7,35.8,29.2,48.6,4.19,14.4,10,0,,OK
TH-02084,2026-06-27,A,11.7,35.0,28.0,51.9,3.84,13.5,8,0,,OK
TH-02085,2026-06-27,A,11.7,33.9,27.5,48.8,2.96,12.7,11,0,,ok
TH-02086,2026-06-27,A,11.7,35.7,30.6,46.5,3.62,13.4,10,0,,ok
TH-02087,2026-06-27,A,11.7,34.5,29.0,0,5.29,17.1,8,0,,OK
TH-02090,2026-06-27,A,11.7,35.9,28.6,49.1,4.1,15.0,7,0,E-104,OK
TH-02091,2026-06-27,A,11.7,34.2,27.3,48.7,4.73,14.8,10,0,,ok
TH-02093,2026-06-27,A,11.7,34.9,27.5,50.2,4.91,16.7,13,0,,OK
TH-02094,2026-06-27,A,11.7,33.8,26.6,47.9,6.29,19.8,2,0,,OK
TH-02097,2026-06-27,A,11.7,36.3,30.2,49.1,4.87,20.0,5,0,,OK
TH-02099,2026-06-27,A,11.7,35.1,30.2,49.9,3.9,13.2,12,0,,ok
TH-02100,2026-06-27,A,11.7,33.6,28.0,46.7,4.85,17.1,8,0,,ok
TH-02101,2026-06-27,A,11.7,35.4,29.9,47.7,4.18,13.6,4,0,,OK
TH-02103,2026-06-27,A,11.7,36.1,30.3,52.5,3.96,14.8,5,0,,OK
TH-02109,2026-06-27,A,11.7,35.7,30.6,50.9,4.73,17.4,10,0,,ok
TH-02111,2026-06-27,A,11.7,34.4,28.5,52.1,4.72,18.5,9,0,,ok
TH-02113,2026-06-27,A,11.7,33.7,26.2,50.6,4.53,15.2,12,0,,ok
TH-02114,2026-06-27,A,11.7,33.3,27.2,51.4,3.61,15.6,12,0,,OK
TH-02118,2026-06-27,A,11.7,34.4,28.2,52.8,4.04,15.5,7,0,,OK
TH-02121,2026-06-27,A,11.7,34.2,26.9,52.5,5.16,18.2,12,0,E-505,warn
TH-02122,2026-06-27,A,11.7,36.3,29.3,49.5,5.13,17.7,6,0,,ok
TH-02125,2026-06-27,A,11.7,33.9,27.7,50.4,5.22,18.3,12,0,,ok
TH-02126,2026-06-27,A,11.7,34.0,29.4,50.0,4.3,14.3,4,0,,ok
TH-02127,2026-06-27,A,11.7,35.4,29.3,52.8,3.91,14.7,10,0,,OK
TH-02129,2026-06-27,A,11.7,36.3,30.1,52.8,4.05,15.5,5,0,,ok
TH-02132,2026-06-27,A,11.7,35.8,30.4,49.7,4.71,16.6,11,0,,OK
TH-02133,2026-06-27,A,11.7,33.9,28.7,46.6,4.28,14.4,7,0,,OK
TH-02134,2026-06-27,A,11.7,35.0,28.1,52.5,3.9,16.5,10,0,,OK
TH-02135,2026-06-27,A,11.7,34.3,29.0,49.4,5.23,16.3,10,0,,ok
TH-02136,2026-06-27,A,11.7,33.5,27.8,50.9,3.98,15.7,5,0,,ok
TH-02138,2026-06-27,A,11.7,34.3,28.2,47.4,4.47,18.7,6,0,,ok
TH-02139,2026-06-27,A,11.7,33.4,26.2,47.9,4.21,14.7,10,0,,OK
TH-02141,2026-06-27,B,11.7,,,,17180.0,,9,0,6021,0
TH-02143,2026-06-27,B,11.7,,,,17925.2,,2,0,6021,0
TH-02145,2026-06-27,B,11.7,,,,4819.8,,8,0,,0
TH-02146,2026-06-27,B,11.7,,,,24510.8,,11,0,,0
TH-02148,2026-06-27,B,11.7,,,,12910.7,,9,0,6021,0
TH-02152,2026-06-27,B,11.7,,,,22526.8,,7,0,,0
TH-02153,2026-06-27,B,11.7,,,,19032.6,,6,0,,0
TH-02158,2026-06-27,B,11.7,,,,7074.1,,11,0,,0
TH-02159,2026-06-27,B,11.7,,,,12077.7,,6,0,,0
TH-02160,2026-06-27,B,11.7,,,,14947.1,,13,0,6021,0
TH-02161,2026-06-27,B,11.7,,,,8290.1,,3,0,6021,0
TH-02162,2026-06-27,B,11.7,,,,14657.1,,12,0,6021,0
TH-02165,2026-06-27,B,11.7,,,,15115.1,,9,0,6021,0
TH-02168,2026-06-27,B,11.7,,,,13652.1,,4,0,6021,0
TH-02170,2026-06-27,B,11.7,,,,11455.1,,10,0,,0
TH-02171,2026-06-27,B,11.7,,,,14076.3,,6,0,6021,0
TH-02173,2026-06-27,B,11.7,,,,6960.5,,8,0,6021,0
TH-02175,2026-06-27,B,11.7,,,,12064.8,,7,0,6021,0
TH-02176,2026-06-27,B,11.7,,,,5424.6,,10,0,,0
TH-02177,2026-06-27,B,11.7,34.4,29.1,,12952.9,,12,0,,0
TH-02178,2026-06-27,B,11.7,,,,19506.7,,7,0,,0
TH-02180,2026-06-27,B,11.7,,,,11615.9,,8,0,6021,0
TH-02181,2026-06-27,B,11.7,,,,18749.8,,9,0,,0
TH-02182,2026-06-27,B,11.7,,,,20958.6,,12,0,6021,0
TH-02184,2026-06-27,B,11.7,,,,20298.4,,12,0,6021,0
TH-02185,2026-06-27,B,11.7,,,,25228.7,,11,0,,0
TH-02187,2026-06-27,B,11.7,,,,13624.2,,11,0,,0
TH-02190,2026-06-27,B,11.7,,,,24682.7,,7,0,,0
TH-02194,2026-06-27,B,11.7,,,,19012.5,,9,0,,0
TH-02202,2026-06-27,B,11.7,,,,13828.3,,7,0,6021,0
TH-02206,2026-06-27,B,11.7,,,,17400.8,,9,0,,0
TH-02207,2026-06-27,B,11.7,35.4,30.5,,13681.9,,13,0,,0
TH-02214,2026-06-27,B,11.7,,,,9135.2,,6,0,6021,0
TH-02215,2026-06-27,B,11.7,,,,18260.1,,5,0,,0
TH-02216,2026-06-27,B,11.7,,,,17171.0,,9,0,6021,0
TH-02221,2026-06-27,B,11.7,,,,16201.5,,6,0,,0
TH-02223,2026-06-27,B,11.7,,,,22244.7,,9,0,6021,0
TH-02226,2026-06-27,B,11.7,,,,9749.0,,13,0,,0
TH-02228,2026-06-27,B,11.7,,,,23937.5,,7,0,,0
TH-02230,2026-06-27,B,11.7,,,,25631.4,,6,0,,0
TH-02231,2026-06-27,B,11.7,33.4,27.4,,7584.9,,11,0,,0
TH-02234,2026-06-27,B,11.7,,,,13293.9,,7,0,6021,0
TH-02236,2026-06-27,B,11.7,,,,4239.0,,2,0,,0
TH-02239,2026-06-27,B,11.7,,,,17215.0,,7,0,3104,2
TH-02242,2026-06-27,B,11.7,,,,14346.9,,6,0,6021,0
TH-02243,2026-06-27,B,11.7,,,,11682.9,,10,0,6021,0
TH-02244,2026-06-27,B,11.7,,,,16878.5,,7,0,,0
TH-02245,2026-06-27,B,11.7,,,,14935.1,,11,0,,0
TH-02246,2026-06-27,B,11.7,,,,15952.1,,7,0,6021,0
TH-02247,2026-06-27,B,11.7,,,,5486.2,,6,0,6021,0
TH-02248,2026-06-27,B,11.7,,,,23289.3,,6,0,,0
TH-02250,2026-06-27,B,11.7,,,,11184.3,,7,0,,0
TH-02255,2026-06-27,B,11.7,,,,12928.3,,9,0,6021,0
TH-02256,2026-06-27,B,11.7,,,,7853.9,,9,0,,0
TH-02265,2026-06-27,B,11.7,,,,22593.9,,7,0,,0
TH-02267,2026-06-27,B,11.7,,,,11541.6,,9,0,,0
TH-02270,2026-06-27,B,11.7,,,,21936.0,,11,0,6021,0
TH-02271,2026-06-27,B,11.7,,,,4947.4,,8,0,,0
TH-02273,2026-06-27,B,11.7,34.4,28.6,,19811.0,,6,0,6021,0
TH-02275,2026-06-27,B,11.7,,,,12346.2,,2,0,,0
TH-02277,2026-06-27,B,11.7,,,,17884.4,,8,0,,0
TH-02279,2026-06-27,B,11.7,33.9,27.3,,21094.0,,9,0,6021,0
TH-02280,2026-06-27,B,11.7,,,,17719.9,,8,0,,0
TH-02283,2026-06-27,B,11.7,,,,21349.7,,8,0,,0
TH-02285,2026-06-27,B,11.7,,,,12829.5,,10,0,6021,0
TH-02286,2026-06-27,B,11.7,,,,7581.1,,7,0,6021,0
TH-02287,2026-06-27,B,11.7,,,,18027.0,,9,0,6021,0
TH-02288,2026-06-27,B,11.7,,,,5436.9,,10,0,,0
TH-02290,2026-06-27,B,11.7,,,,7320.2,,2,0,6021,0
TH-02294,2026-06-27,C,11.7,,,,4.38,,,0,,OK
TH-02296,2026-06-27,C,11.7,,,,4.43,,,0,,
TH-02298,2026-06-27,C,11.7,,,,3.67,,,0,ALM_SM_LINK,
TH-02299,2026-06-27,C,11.7,,,,3.55,,,0,,OK
TH-02300,2026-06-27,C,11.7,,,,4.75,,,0,,OK
TH-02302,2026-06-27,C,11.7,,,,3.49,,,0,,OK
TH-02304,2026-06-27,C,11.7,,,,3.49,,,0,,warn
TH-02307,2026-06-27,C,11.7,,,,4.9,,,0,,
TH-02308,2026-06-27,C,11.7,,,,5.52,,,0,,OK
TH-02311,2026-06-27,C,11.7,,,47.7,3.98,,,0,,warn
TH-02312,2026-06-27,C,11.7,,,,4.63,,,0,,warn
TH-02313,2026-06-27,C,11.7,,,,5.98,,,0,,OK
TH-02314,2026-06-27,C,11.7,,,48.9,3.52,,,0,,warn
TH-02317,2026-06-27,C,11.7,,,,3.88,,,0,,
TH-02319,2026-06-27,C,11.7,,,,3.13,,,0,,
TH-02322,2026-06-27,C,11.7,,,50.7,5.08,,,0,,
TH-02323,2026-06-27,C,11.7,,,48.5,3.76,,,0,,OK
TH-02324,2026-06-27,C,11.7,,,,3.9,,,0,,OK
TH-02331,2026-06-27,C,11.7,,,,5.1,,,0,,OK
TH-02333,2026-06-27,C,11.7,,,,4.11,,,0,,OK
TH-02334,2026-06-27,C,11.7,,,,-3.83,,,0,,OK
TH-02335,2026-06-27,C,11.7,,,,4.21,,,0,ALM_HP_HP_SWITCH,
TH-02337,2026-06-27,C,11.7,,,,3.58,,,0,,
TH-02338,2026-06-27,C,11.7,,,,4.72,,,0,,
TH-02340,2026-06-27,C,11.7,,,,5.1,,,0,,warn
TH-02341,2026-06-27,C,11.7,,,,4.62,,,0,,warn
TH-02342,2026-06-27,C,11.7,,,,5.68,,,0,,
TH-02343,2026-06-27,C,11.7,,,,5.81,,,0,,OK
TH-02346,2026-06-27,C,11.7,,,,4.31,,,0,,OK
TH-02347,2026-06-27,C,11.7,,,,5.82,,,0,,
TH-02348,2026-06-27,C,11.7,,,,4.4,,,0,,OK
TH-02351,2026-06-27,C,11.7,,,,5.5,,,0,,warn
TH-02352,2026-06-27,C,11.7,,,,3.82,,,0,,OK
TH-02354,2026-06-27,C,11.7,,,,4.77,,,0,,warn
TH-02357,2026-06-27,C,11.7,,,,3.9,,,0,,
TH-02358,2026-06-27,C,11.7,,,,5.99,,,0,,
TH-02359,2026-06-27,C,11.7,,,,4.44,,,0,,warn
TH-02360,2026-06-27,C,11.7,,,,5.01,,,0,,
TH-02361,2026-06-27,C,11.7,,,,3.73,,,0,,
TH-02365,2026-06-27,C,11.7,,,,3.32,,,0,,warn
TH-02374,2026-06-27,C,11.7,,,,3.79,,,0,,
TH-02375,2026-06-27,C,11.7,,,,4.53,,,0,,
TH-02379,2026-06-27,C,11.7,,,,5.07,,,0,,OK
TH-02380,2026-06-27,C,11.7,,,,3.6,,,0,,warn
TH-02383,2026-06-27,C,11.7,,,,3.49,,,0,,warn
TH-02384,2026-06-27,C,11.7,,,,4.62,,,0,,OK
TH-02387,2026-06-27,C,11.7,,,,4.19,,,0,,
TH-02388,2026-06-27,C,11.7,,,,5.45,,,0,,
TH-02389,2026-06-27,C,11.7,,,,3.86,,,0,,
TH-02393,2026-06-27,C,11.7,,,,4.65,,,0,,warn
TH-02395,2026-06-27,C,11.7,,,,4.92,,,0,,warn
TH-02397,2026-06-27,C,11.7,,,,5.7,,,0,,warn
TH-02398,2026-06-27,C,11.7,,,,3.72,,,0,,warn
TH-02400,2026-06-27,C,11.7,,,,3.66,,,0,,
TH-90000,2026-06-27,C,11.7,,,,11.89,,,0,,OK
TH-90001,2026-06-27,C,11.7,,,,7.66,,,0,,OK
TH-90002,2026-06-27,C,11.7,,,,7.79,,,0,,OK
TH-90003,2026-06-27,C,11.7,,,,8.48,,,0,,OK
TH-90004,2026-06-27,C,11.7,,,,12.65,,,0,,OK
th-02001,2026-06-27,A,11.7,35.6,29.8,46.6,4.37,16.8,7,0,,ok
th-02035,2026-06-27,A,11.7,35.9,28.6,51.7,4.41,15.6,13,0,,OK
th-02036,2026-06-27,A,11.7,33.9,28.9,48.3,4.45,14.9,7,0,,ok
th-02037,2026-06-27,A,11.7,35.8,30.5,51.8,3.87,13.1,10,0,,ok
th-02046,2026-06-27,A,11.7,33.5,27.3,48.7,4.32,16.7,6,0,,OK
th-02048,2026-06-27,A,11.7,34.7,28.1,52.2,5.02,16.6,10,0,,OK
th-02065,2026-06-27,A,11.7,35.9,29.1,52.4,4.57,15.8,11,0,,OK
th-02095,2026-06-27,A,11.7,36.2,29.0,46.3,4.11,16.2,13,0,,ok
th-02112,2026-06-27,A,11.7,35.4,30.9,49.7,4.49,17.4,8,0,,ok
th-02120,2026-06-27,A,11.7,36.2,29.1,46.5,4.56,14.2,5,0,,OK
th-02124,2026-06-27,A,11.7,36.0,29.9,51.9,2.97,12.5,10,0,,OK
th-02130,2026-06-27,A,11.7,33.6,26.3,52.3,4.23,17.1,10,0,,ok
th-02137,2026-06-27,A,11.7,35.1,28.8,50.9,5.5,19.1,11,0,,OK
th-02140,2026-06-27,A,11.7,33.9,29.4,51.9,4.73,14.9,10,0,,OK
th-02144,2026-06-27,B,11.7,,,,12948.9,,7,0,6021,0
th-02149,2026-06-27,B,11.7,,,,8081.3,,9,0,6021,0
th-02155,2026-06-27,B,11.7,,,,4497.1,,7,0,,0
th-02166,2026-06-27,B,11.7,,,,17542.1,,10,0,,0
th-02169,2026-06-27,B,11.7,,,,18469.9,,7,0,6021,0
th-02188,2026-06-27,B,11.7,,,,24496.3,,10,0,6021,0
th-02189,2026-06-27,B,11.7,,,,19365.9,,14,0,,0
th-02192,2026-06-27,B,11.7,,,,23385.6,,12,0,6021,0
th-02196,2026-06-27,B,11.7,,,,25227.5,,8,0,6021,0
th-02213,2026-06-27,B,11.7,,,,9327.2,,6,0,6021,0
th-02235,2026-06-27,B,11.7,,,,22683.0,,8,0,,0
th-02238,2026-06-27,B,11.7,,,,7777.5,,7,0,6021,0
th-02240,2026-06-27,B,11.7,,,,8054.0,,8,0,6021,0
th-02249,2026-06-27,B,11.7,,,,6897.0,,9,0,,0
th-02262,2026-06-27,B,11.7,,,,9180.1,,8,0,,0
th-02266,2026-06-27,B,11.7,36.0,29.5,,16118.2,,5,0,6021,0
th-02268,2026-06-27,B,11.7,,,,23825.9,,6,0,,0
th-02278,2026-06-27,B,11.7,,,,14824.5,,6,0,,0
th-02281,2026-06-27,B,11.7,,,,4258.9,,7,0,,0
th-02297,2026-06-27,C,11.7,,,,4.38,,,0,,OK
th-02316,2026-06-27,C,11.7,,,,4.15,,,0,,
th-02355,2026-06-27,C,11.7,,,,4.91,,,0,,OK
th-02363,2026-06-27,C,11.7,,,,2.94,,,0,,warn
th-02366,2026-06-27,C,11.7,,,,-0.63,,,0,,OK
th-02367,2026-06-27,C,11.7,,,,3.05,,,0,,OK
th-02377,2026-06-27,C,11.7,,,,4.85,,,0,ALM_HP_HP_SWITCH,
th-02385,2026-06-27,C,11.7,,,,3.31,,,0,,OK
th-02396,2026-06-27,C,11.7,,,,3.46,,,0,,OK
 TH-02025,2026-06-28,A,11.1,35.6,28.2,53.0,4.79,15.4,12,0,,OK
 TH-02028,2026-06-28,A,11.1,34.1,28.1,50.8,4.87,19.4,10,0,,OK
 TH-02047,2026-06-28,A,11.1,35.3,30.1,52.2,3.77,16.1,7,0,,OK
 TH-02052,2026-06-28,A,11.1,36.2,30.0,49.6,5.65,19.1,6,0,,OK
 TH-02063,2026-06-28,A,11.1,34.5,27.4,49.7,3.95,16.3,7,0,,OK
 TH-02074,2026-06-28,A,11.1,34.6,27.8,48.5,4.33,14.8,7,0,,ok
 TH-02078,2026-06-28,A,11.1,36.5,29.7,47.6,5.12,19.2,8,0,,ok
 TH-02121,2026-06-28,A,11.1,33.8,28.0,49.6,5.16,17.5,10,0,,OK
 TH-02136,2026-06-28,A,11.1,34.9,27.5,47.5,3.96,14.8,2,0,,OK
 TH-02148,2026-06-28,B,11.1,,,,12915.3,,5,0,,0
 TH-02155,2026-06-28,B,11.1,,,,4501.8,,3,0,,0
 TH-02159,2026-06-28,B,11.1,,,,12081.7,,12,0,,0
 TH-02165,2026-06-28,B,11.1,,,,15119.4,,9,0,3104,2
 TH-02242,2026-06-28,B,11.1,,,,14350.5,,12,0,,0
 TH-02256,2026-06-28,B,11.1,,,,7859.0,,7,0,6021,0
 TH-02267,2026-06-28,B,11.1,,,,11546.0,,8,0,6021,0
 TH-02277,2026-06-28,B,11.1,,,,17889.4,,7,0,,0
 TH-02298,2026-06-28,C,11.1,,,,5.68,,,0,,warn
 TH-02302,2026-06-28,C,11.1,,,,4.4,,,0,,warn
 TH-02338,2026-06-28,C,11.1,,,,4.65,,,0,,
 TH-02340,2026-06-28,C,11.1,,,,3.7,,,0,,
 TH-02345,2026-06-28,C,11.1,,,,3.63,,,0,,OK
 TH-02357,2026-06-28,C,11.1,,,,5.39,,,0,,OK
 TH-02365,2026-06-28,C,11.1,,,,3.93,,,0,,warn
 TH-02400,2026-06-28,C,11.1,,,,4.74,,,0,,warn
TH-02001,2026-06-28,A,11.1,35.0,29.2,51.9,5.11,16.7,11,0,,ok
TH-02004,2026-06-28,A,11.1,36.4,29.3,50.2,4.76,18.6,8,0,,OK
TH-02006,2026-06-28,A,11.1,35.0,28.7,49.7,5.03,16.4,11,0,,ok
TH-02007,2026-06-28,A,11.1,34.9,28.4,52.7,4.13,17.7,12,0,,ok
TH-02015,2026-06-28,A,11.1,35.4,28.1,50.1,3.03,13.2,12,0,,OK
TH-02016,2026-06-28,A,11.1,34.9,29.4,49.6,3.88,16.1,8,0,,OK
TH-02019,2026-06-28,A,11.1,36.0,29.9,48.5,4.16,15.3,7,0,,OK
TH-02020,2026-06-28,A,11.1,34.0,26.5,46.3,4.43,16.2,7,0,,ok
TH-02021,2026-06-28,A,11.1,35.4,29.6,51.1,3.82,15.6,11,0,,OK
TH-02030,2026-06-28,A,11.1,36.5,31.1,51.9,5.02,19.0,8,0,,ok
TH-02031,2026-06-28,A,11.1,34.6,28.9,51.0,4.38,17.9,10,0,,ok
